family,instance,formulation,solver,iteration,ub,lb,lp_obj,n_col,n_row,n_slk,added_col,removed_col,added_cut,removed_cut,col_committed,t_lp,t_pricing,t_separation,t_iter,t_acc
grid,grid13,tree,copt-cpu,15,inf,1157100000.0,1160700000.0,8178,1232,0,900,566,16,2,True,0.368,0.006,0.002,0.388,2.743
grid,grid13,tree,copt-cpu,16,inf,1157800000.0,1160400000.0,8395,1231,0,900,683,5,6,True,0.312,0.007,0.002,0.333,3.076
grid,grid13,tree,copt-cpu,17,inf,1158500000.0,1160100000.0,8231,1224,0,900,1064,4,11,True,0.327,0.006,0.002,0.347,3.422
grid,grid13,tree,copt-cpu,18,inf,1158600000.0,1159800000.0,7967,1212,0,898,1162,5,17,True,0.326,0.004,0.002,0.344,3.767
grid,grid13,tree,copt-cpu,19,inf,1158700000.0,1159600000.0,7983,1206,0,899,883,4,10,True,0.316,0.007,0.002,0.339,4.106
grid,grid13,tree,copt-cpu,20,inf,1159000000.0,1159500000.0,8015,1203,0,893,861,2,5,True,0.32,0.006,0.002,0.346,4.452
grid,grid13,tree,copt-cpu,21,1159500000.0,1159100000.0,1159500000.0,7994,1197,0,896,917,0,6,True,0.373,0.006,0.002,0.392,4.844
grid,grid13,tree,copt-cpu,22,1159500000.0,1159200000.0,1159400000.0,7975,1191,0,893,912,5,11,True,0.356,0.006,0.002,0.382,5.226
grid,grid13,tree,copt-cpu,23,1159500000.0,1159200000.0,1159400000.0,8025,1192,0,882,832,4,3,True,0.356,0.006,0.002,0.38,5.606
grid,grid13,tree,copt-cpu,24,1159500000.0,1159200000.0,1159300000.0,7975,1194,0,871,921,4,2,True,0.301,0.006,0.002,0.325,5.931
grid,grid13,tree,copt-cpu,25,1159500000.0,1159300000.0,1159300000.0,7926,1196,0,863,912,5,3,True,0.264,0.006,0.002,0.284,6.215
grid,grid13,tree,copt-cpu,26,1159500000.0,1159300000.0,1159300000.0,7944,1196,0,842,824,1,1,True,0.307,0.006,0.002,0.327,6.542
grid,grid13,tree,copt-cpu,27,1159500000.0,1159300000.0,1159300000.0,7940,1194,0,811,815,1,3,True,0.455,0.006,0.002,0.478,7.02
grid,grid13,tree,copt-cpu,28,1159500000.0,1159300000.0,1159300000.0,7605,1193,0,429,764,1,2,True,0.335,0.006,0.002,0.355,7.375
grid,grid13,tree,copt-cpu,29,1159300000.0,1159300000.0,1159300000.0,7605,1193,0,168,0,0,0,False,0.283,0.004,0.002,0.289,7.664
grid,grid13,tree,copt-gpu,1,inf,1153500000.0,90000.0,1800,900,900,0,0,0,0,True,0.275,0.014,0.0,0.289,0.289
grid,grid13,tree,copt-gpu,2,inf,1153500000.0,900000.0,1800,900,900,0,0,0,0,True,0.03,0.011,0.0,0.041,0.33
grid,grid13,tree,copt-gpu,3,inf,1153500000.0,9000000.0,1800,900,900,0,0,0,0,True,0.027,0.011,0.0,0.039,0.369
grid,grid13,tree,copt-gpu,4,inf,1153500000.0,90000000.0,1800,900,900,0,0,0,0,True,0.026,0.011,0.0,0.037,0.406
grid,grid13,tree,copt-gpu,5,inf,1153500000.0,839350000.0,1800,900,628,0,0,0,0,True,0.031,0.011,0.0,0.043,0.448
grid,grid13,tree,copt-gpu,6,inf,1153500000.0,1153500000.0,1800,1187,0,0,0,287,0,True,0.035,0.012,0.001,0.048,0.496
grid,grid13,tree,copt-gpu,7,inf,1153500000.0,3421100000.0,2693,1187,535,893,0,0,0,True,0.129,0.007,0.0,0.139,0.635
grid,grid13,tree,copt-gpu,8,inf,1153500000.0,5839900000.0,3590,1191,480,897,0,4,0,True,0.18,0.006,0.0,0.19,0.825
grid,grid13,tree,copt-gpu,9,inf,1153500000.0,13450000000.0,4490,1204,280,900,0,13,0,True,0.215,0.006,0.0,0.224,1.049
grid,grid13,tree,copt-gpu,10,inf,1153500000.0,12688000000.0,5390,1237,127,900,0,33,0,True,0.211,0.006,0.001,0.221,1.27
grid,grid13,tree,copt-gpu,11,inf,1153500000.0,5573800000.0,6290,1282,54,900,0,45,0,True,0.293,0.005,0.001,0.304,1.574
grid,grid13,tree,copt-gpu,12,inf,1153500000.0,1163000000.0,6929,1196,0,900,261,22,108,True,0.434,0.005,0.003,0.452,2.026
grid,grid13,tree,copt-gpu,13,inf,1155400000.0,1162000000.0,7399,1207,0,900,430,12,1,True,0.305,0.005,0.001,0.322,2.347
grid,grid13,tree,copt-gpu,14,inf,1157100000.0,1161300000.0,7841,1220,0,900,458,15,2,True,0.305,0.005,0.002,0.322,2.669
grid,grid13,tree,copt-gpu,15,inf,1157100000.0,1160700000.0,8185,1225,0,900,556,7,2,True,0.31,0.004,0.001,0.326,2.995
grid,grid13,tree,copt-gpu,16,inf,1157900000.0,1160400000.0,8389,1228,0,899,695,9,6,True,0.332,0.006,0.002,0.351,3.346
grid,grid13,tree,copt-gpu,17,inf,1158400000.0,1160000000.0,8226,1218,0,900,1063,3,13,True,0.331,0.005,0.002,0.35,3.696
grid,grid13,tree,copt-gpu,18,inf,1158600000.0,1159800000.0,7979,1206,0,898,1145,9,21,True,0.324,0.005,0.002,0.343,4.038
grid,grid13,tree,copt-gpu,19,inf,1158800000.0,1159600000.0,7954,1205,0,896,921,8,9,True,0.327,0.005,0.002,0.346,4.385
grid,grid13,tree,copt-gpu,20,inf,1159000000.0,1159500000.0,8008,1202,0,896,842,2,5,True,0.333,0.005,0.002,0.352,4.736
grid,grid13,tree,copt-gpu,21,inf,1159000000.0,1159400000.0,7979,1201,0,894,923,1,2,True,0.314,0.006,0.002,0.334,5.07
grid,grid13,tree,copt-gpu,22,inf,1159100000.0,1159400000.0,7986,1198,0,890,883,3,6,True,0.33,0.006,0.002,0.35,5.42
grid,grid13,tree,copt-gpu,23,inf,1159200000.0,1159400000.0,8008,1194,0,884,862,2,6,True,0.327,0.006,0.002,0.347,5.767
grid,grid13,tree,copt-gpu,24,inf,1159300000.0,1159300000.0,7987,1191,0,872,893,4,7,True,0.295,0.005,0.002,0.314,6.081
grid,grid13,tree,copt-gpu,25,inf,1159300000.0,1159300000.0,7917,1190,0,856,926,2,3,True,0.337,0.006,0.002,0.356,6.436
grid,grid13,tree,copt-gpu,26,inf,1159300000.0,1159300000.0,7945,1190,0,854,826,3,3,True,0.319,0.006,0.002,0.339,6.775
grid,grid13,tree,copt-gpu,27,1159300000.0,1159300000.0,1159300000.0,7945,1190,0,829,0,0,0,False,0.348,0.005,0.002,0.356,7.131
grid,grid13,tree,cuopt,1,inf,1153500000.0,90000.0,1800,900,900,0,0,0,0,True,0.443,0.012,0.0,0.455,0.455
grid,grid13,tree,cuopt,2,inf,1153500000.0,900000.0,1800,900,900,0,0,0,0,True,0.043,0.011,0.0,0.055,0.51
grid,grid13,tree,cuopt,3,inf,1153500000.0,9000000.0,1800,900,900,0,0,0,0,True,0.04,0.012,0.0,0.052,0.562
grid,grid13,tree,cuopt,4,inf,1153500000.0,90000000.0,1800,900,900,0,0,0,0,True,0.039,0.012,0.0,0.052,0.613
grid,grid13,tree,cuopt,5,inf,1153500000.0,839350000.0,1800,900,628,0,0,0,0,True,0.038,0.012,0.0,0.051,0.664
grid,grid13,tree,cuopt,6,inf,1153500000.0,1153500000.0,1800,1187,0,0,0,287,0,True,0.033,0.012,0.002,0.048,0.712
grid,grid13,tree,cuopt,7,inf,1153500000.0,3421100000.0,2693,1187,536,893,0,0,0,True,0.117,0.006,0.0,0.126,0.838
grid,grid13,tree,cuopt,8,inf,1153500000.0,3415000000.0,3593,1190,298,900,0,3,0,True,0.134,0.006,0.001,0.145,0.983
grid,grid13,tree,cuopt,9,inf,1153500000.0,2216600000.0,4493,1220,139,900,0,30,0,True,0.157,0.006,0.002,0.168,1.151
grid,grid13,tree,cuopt,10,inf,1153500000.0,1675400000.0,5393,1246,74,900,0,26,0,True,1.033,0.006,0.001,1.043,2.194
grid,grid13,tree,cuopt,11,inf,1153500000.0,1236300000.0,6293,1284,10,900,0,38,0,True,1.378,0.006,0.002,1.388,3.582
grid,grid13,tree,cuopt,12,inf,1153500000.0,1162800000.0,7107,1300,0,900,86,16,0,True,0.931,0.006,0.002,0.944,4.527
grid,grid13,tree,cuopt,13,inf,1156300000.0,1161800000.0,8002,1308,0,900,5,8,0,True,0.712,0.005,0.002,0.724,5.251
grid,grid13,tree,cuopt,14,inf,1156600000.0,1161100000.0,8901,1312,0,900,1,4,0,True,0.699,0.006,0.001,0.712,5.962
grid,grid13,tree,cuopt,15,inf,1157800000.0,1160600000.0,9794,1313,0,900,7,1,0,True,0.598,0.006,0.002,0.612,6.574
grid,grid13,tree,cuopt,16,inf,1157800000.0,1160200000.0,10677,1316,0,899,16,3,0,True,0.653,0.006,0.001,0.666,7.24
grid,grid13,tree,cuopt,17,inf,1158500000.0,1159900000.0,11524,1318,0,899,52,2,0,True,0.604,0.006,0.002,0.618,7.859
grid,grid13,tree,cuopt,18,inf,1158600000.0,1159700000.0,12422,1326,0,899,1,8,0,True,0.735,0.006,0.002,0.75,8.609
grid,grid13,tree,cuopt,19,inf,1158600000.0,1159600000.0,13321,1334,0,899,0,8,0,True,0.806,0.006,0.002,0.818,9.427
grid,grid13,tree,cuopt,20,inf,1159000000.0,1159500000.0,13638,1328,0,896,579,3,9,True,0.783,0.006,0.002,0.802,10.229
grid,grid13,tree,cuopt,21,inf,1159100000.0,1159500000.0,14194,1329,0,892,336,1,0,True,0.855,0.004,0.002,0.869,11.098
grid,grid13,tree,cuopt,22,1159400000.0,1159100000.0,1159400000.0,14884,1329,0,890,200,0,0,True,0.787,0.006,0.002,0.802,11.9
grid,grid13,tree,cuopt,23,1159400000.0,1159200000.0,1159400000.0,15744,1329,0,874,14,0,0,True,0.835,0.006,0.002,0.851,12.751
grid,grid13,tree,cuopt,24,1159400000.0,1159200000.0,1159300000.0,16606,1331,0,862,0,2,0,True,0.954,0.006,0.002,0.966,13.717
grid,grid13,tree,cuopt,25,1159400000.0,1159300000.0,1159300000.0,16606,1336,0,825,0,5,0,False,0.883,0.005,0.003,0.89,14.608
grid,grid13,tree,highs,1,inf,1153500000.0,90000.0,1800,900,900,0,0,0,0,True,0.022,0.009,0.0,0.032,0.032
grid,grid13,tree,highs,2,inf,1153500000.0,900000.0,1800,900,900,0,0,0,0,True,0.019,0.009,0.0,0.028,0.06
grid,grid13,tree,highs,3,inf,1153500000.0,9000000.0,1800,900,900,0,0,0,0,True,0.012,0.009,0.0,0.021,0.081
grid,grid13,tree,highs,4,inf,1153500000.0,90000000.0,1800,900,900,0,0,0,0,True,0.012,0.009,0.0,0.022,0.103
grid,grid13,tree,highs,5,inf,1153500000.0,839350000.0,1800,900,628,0,0,0,0,True,0.012,0.009,0.0,0.022,0.125
grid,grid13,tree,highs,6,inf,1153500000.0,1153500000.0,1800,1187,0,0,0,287,0,True,0.012,0.01,0.003,0.025,0.15
grid,grid13,tree,highs,7,inf,1153500000.0,3421100000.0,2693,1187,535,893,0,0,0,True,1.023,0.005,0.0,1.033,1.183
grid,grid13,tree,highs,8,inf,1153500000.0,3414800000.0,3593,1190,296,900,0,3,0,True,1.26,0.005,0.001,1.27,2.453
grid,grid13,tree,highs,9,inf,1153500000.0,2254700000.0,4493,1218,146,900,0,28,0,True,1.635,0.005,0.002,1.646,4.098
grid,grid13,tree,highs,10,inf,1153500000.0,1648300000.0,5393,1246,67,900,0,28,0,True,1.974,0.005,0.002,1.985,6.084
grid,grid13,tree,highs,11,inf,1153500000.0,1249700000.0,6293,1284,14,900,0,38,0,True,2.876,0.006,0.003,2.889,8.973
grid,grid13,tree,highs,12,inf,1153500000.0,1162600000.0,6971,1184,0,900,222,17,117,True,3.792,0.008,0.002,3.809,12.782
grid,grid13,tree,highs,13,inf,1155800000.0,1161800000.0,7532,1194,0,900,339,11,1,True,2.712,0.01,0.004,2.733,15.514
grid,grid13,tree,highs,14,inf,1157100000.0,1161100000.0,8052,1208,0,900,380,15,1,True,2.38,0.008,0.003,2.399,17.913
grid,grid13,tree,highs,15,inf,1157300000.0,1160600000.0,8362,1212,0,900,590,8,4,True,2.348,0.009,0.003,2.368,20.281
grid,grid13,tree,highs,16,inf,1158000000.0,1160200000.0,8473,1219,0,900,789,11,4,True,2.312,0.011,0.003,2.334,22.615
grid,grid13,tree,highs,17,inf,1158200000.0,1159900000.0,8161,1216,0,900,1212,10,13,True,2.299,0.01,0.003,2.32,24.935
grid,grid13,tree,highs,18,inf,1158700000.0,1159800000.0,7994,1209,0,899,1066,4,11,True,2.134,0.012,0.002,2.157,27.092
grid,grid13,tree,highs,19,inf,1158800000.0,1159600000.0,8003,1201,0,898,889,2,10,True,2.54,0.012,0.002,2.562,29.654
grid,grid13,tree,highs,20,inf,1158900000.0,1159500000.0,8038,1197,0,896,861,4,8,True,2.51,0.009,0.002,2.53,32.184
grid,grid13,tree,highs,21,inf,1159100000.0,1159500000.0,8039,1199,0,892,891,4,2,True,2.749,0.009,0.002,2.769,34.953
grid,grid13,tree,highs,22,inf,1159200000.0,1159400000.0,8078,1199,0,889,850,6,6,True,2.391,0.009,0.002,2.41,37.362
grid,grid13,tree,highs,23,inf,1159200000.0,1159400000.0,8012,1197,0,877,943,5,7,True,2.302,0.008,0.004,2.324,39.686
grid,grid13,tree,highs,24,inf,1159200000.0,1159300000.0,8025,1194,0,869,856,2,5,True,2.535,0.009,0.003,2.555,42.241
grid,grid13,tree,highs,25,inf,1159300000.0,1159300000.0,7965,1192,0,849,909,2,4,True,2.643,0.009,0.002,2.663,44.904
grid,grid13,tree,highs,26,inf,1159300000.0,1159300000.0,7945,1193,0,841,861,4,3,True,3.052,0.013,0.002,3.075,47.979
grid,grid13,tree,highs,27,inf,1159300000.0,1159300000.0,8026,1190,0,808,727,2,5,True,3.085,0.011,0.002,3.105,51.084
grid,grid13,tree,highs,28,inf,1159300000.0,1159300000.0,8046,1189,0,719,699,1,2,True,3.536,0.01,0.002,3.555,54.639
grid,grid13,tree,highs,29,inf,1159300000.0,1159300000.0,7585,1189,0,174,635,1,1,True,1.93,0.011,0.002,1.948,56.587
grid,grid13,tree,highs,30,1159300000.0,1159300000.0,1159300000.0,7585,1189,0,54,0,0,0,False,1.763,0.012,0.002,1.777,58.364
grid,grid13,tree,mosek,1,inf,1153500000.0,90000.0,1800,900,900,0,0,0,0,True,0.008,0.011,0.0,0.019,0.019
grid,grid13,tree,mosek,2,inf,1153500000.0,900000.0,1800,900,900,0,0,0,0,True,0.001,0.009,0.0,0.01,0.029
grid,grid13,tree,mosek,3,inf,1153500000.0,9000000.0,1800,900,900,0,0,0,0,True,0.0,0.009,0.0,0.009,0.039
grid,grid13,tree,mosek,4,inf,1153500000.0,90000000.0,1800,900,900,0,0,0,0,True,0.0,0.009,0.0,0.009,0.048
grid,grid13,tree,mosek,5,inf,1153500000.0,839350000.0,1800,900,628,0,0,0,0,True,0.0,0.007,0.0,0.008,0.056
grid,grid13,tree,mosek,6,inf,1153500000.0,1153500000.0,1800,1187,0,0,0,287,0,True,0.0,0.007,0.002,0.01,0.066
grid,grid13,tree,mosek,7,inf,1153500000.0,3421100000.0,2693,1187,537,893,0,0,0,True,0.264,0.004,0.0,0.274,0.34
grid,grid13,tree,mosek,8,inf,1153500000.0,5887100000.0,3591,1191,478,898,0,4,0,True,0.252,0.006,0.001,0.264,0.605
grid,grid13,tree,mosek,9,inf,1153500000.0,13214000000.0,4491,1202,273,900,0,11,0,True,0.24,0.006,0.002,0.254,0.859
grid,grid13,tree,mosek,10,inf,1153500000.0,9455900000.0,5391,1256,97,900,0,54,0,True,0.294,0.006,0.003,0.309,1.168
grid,grid13,tree,mosek,11,inf,1153500000.0,5319300000.0,6291,1282,51,900,0,26,0,True,0.35,0.006,0.003,0.365,1.533
grid,grid13,tree,mosek,12,inf,1153500000.0,1162700000.0,6984,1302,0,900,207,20,0,True,0.591,0.006,0.003,0.612,2.145
grid,grid13,tree,mosek,13,inf,1155600000.0,1161700000.0,7545,1314,0,900,339,12,0,True,0.492,0.006,0.003,0.511,2.656
grid,grid13,tree,mosek,14,inf,1157100000.0,1161100000.0,8085,1317,0,900,360,10,7,True,0.529,0.006,0.004,0.549,3.206
grid,grid13,tree,mosek,15,inf,1157700000.0,1160600000.0,8516,1260,0,900,469,6,63,True,0.545,0.006,0.005,0.566,3.772
grid,grid13,tree,mosek,16,inf,1158100000.0,1160200000.0,8813,1244,0,900,603,5,21,True,0.694,0.005,0.005,0.714,4.486
grid,grid13,tree,mosek,17,inf,1158500000.0,1160000000.0,8757,1228,0,899,955,1,17,True,0.527,0.006,0.005,0.548,5.034
grid,grid13,tree,mosek,18,inf,1158700000.0,1159700000.0,8552,1226,0,899,1104,7,9,True,0.493,0.006,0.005,0.515,5.548
grid,grid13,tree,mosek,19,inf,1158900000.0,1159600000.0,8423,1213,0,898,1027,4,17,True,0.515,0.006,0.005,0.537,6.085
grid,grid13,tree,mosek,20,1159500000.0,1159000000.0,1159500000.0,8579,1211,0,897,741,0,2,True,0.405,0.006,0.002,0.42,6.505
grid,grid13,tree,mosek,21,1159400000.0,1159100000.0,1159400000.0,9035,1210,0,892,436,0,1,True,0.438,0.006,0.002,0.453,6.958
grid,grid13,tree,mosek,22,1159400000.0,1159100000.0,1159400000.0,9256,1214,0,892,671,5,1,True,0.47,0.005,0.005,0.49,7.448
grid,grid13,tree,mosek,23,1159400000.0,1159200000.0,1159400000.0,9807,1219,0,879,328,5,0,True,0.472,0.006,0.005,0.493,7.941
grid,grid13,tree,mosek,24,1159400000.0,1159300000.0,1159300000.0,10446,1220,0,865,226,2,1,True,0.472,0.007,0.005,0.496,8.438
grid,grid13,tree,mosek,25,1159300000.0,1159300000.0,1159300000.0,10446,1220,0,846,0,0,0,False,0.527,0.006,0.002,0.535,8.973
grid,grid14,path,copt-cpu,1,inf,1797700000.0,1797700000.0,16217,16217,0,0,0,217,0,True,0.028,0.018,0.005,0.051,0.051
grid,grid14,path,copt-cpu,2,inf,1797700000.0,2000200000.0,27921,16217,217,11704,0,0,0,True,0.233,0.011,0.001,0.251,0.303
grid,grid14,path,copt-cpu,3,inf,1797700000.0,1806000000.0,35390,16292,0,7394,0,75,0,True,0.28,0.011,0.003,0.303,0.606
grid,grid14,path,copt-cpu,4,inf,1797700000.0,1806100000.0,44284,16303,3,8883,0,11,0,True,0.726,0.01,0.004,0.749,1.355
grid,grid14,path,copt-cpu,5,inf,1801300000.0,1803600000.0,50555,16311,0,6263,0,8,0,True,0.806,0.01,0.005,0.828,2.184
grid,grid14,path,copt-cpu,6,inf,1802100000.0,1803000000.0,55224,16316,0,4664,0,5,0,True,1.01,0.011,0.005,1.031,3.215
grid,grid14,path,copt-cpu,7,inf,1802400000.0,1802800000.0,57917,16318,0,2691,0,2,0,True,0.93,0.011,0.006,0.953,4.168
grid,grid14,path,copt-cpu,8,inf,1802600000.0,1802700000.0,51774,16222,0,1016,7063,2,98,True,1.103,0.011,0.007,1.149,5.317
grid,grid14,path,copt-cpu,9,inf,1802700000.0,1802700000.0,47049,16195,0,440,5138,2,29,True,0.732,0.011,0.005,0.771,6.088
grid,grid14,path,copt-cpu,10,1802700000.0,1802700000.0,1802700000.0,47049,16195,0,173,0,0,0,False,0.622,0.011,0.001,0.635,6.723
grid,grid14,path,copt-gpu,1,inf,1797700000.0,1797700000.0,16217,16217,0,0,0,217,0,True,0.286,0.02,0.003,0.31,0.31
grid,grid14,path,copt-gpu,2,inf,1797700000.0,2000200000.0,27921,16217,217,11704,0,0,0,True,0.24,0.01,0.001,0.257,0.566
grid,grid14,path,copt-gpu,3,inf,1797700000.0,1806000000.0,35390,16292,0,7394,0,75,0,True,0.238,0.011,0.004,0.259,0.825
grid,grid14,path,copt-gpu,4,inf,1797700000.0,1806100000.0,44284,16303,3,8883,0,11,0,True,0.463,0.011,0.003,0.485,1.31
grid,grid14,path,copt-gpu,5,inf,1801300000.0,1803600000.0,50555,16311,0,6263,0,8,0,True,0.556,0.011,0.004,0.578,1.888
grid,grid14,path,copt-gpu,6,inf,1802100000.0,1803000000.0,55224,16316,0,4664,0,5,0,True,0.536,0.009,0.005,0.555,2.443
grid,grid14,path,copt-gpu,7,inf,1802400000.0,1802800000.0,57917,16318,0,2691,0,2,0,True,0.57,0.008,0.006,0.588,3.031
grid,grid14,path,copt-gpu,8,inf,1802600000.0,1802700000.0,51774,16222,0,1016,7063,2,98,True,0.54,0.01,0.006,0.587,3.619
grid,grid14,path,copt-gpu,9,inf,1802700000.0,1802700000.0,47049,16195,0,440,5138,2,29,True,0.499,0.01,0.005,0.536,4.154
grid,grid14,path,copt-gpu,10,1802700000.0,1802700000.0,1802700000.0,47049,16195,0,173,0,0,0,False,0.432,0.008,0.001,0.441,4.595
grid,grid14,path,cuopt,1,inf,1797700000.0,1797700000.0,16217,16217,0,0,0,217,0,True,0.552,0.022,0.005,0.579,0.579
grid,grid14,path,cuopt,2,inf,1797700000.0,2000200000.0,27921,16217,217,11704,0,0,0,True,0.267,0.011,0.001,0.285,0.864
grid,grid14,path,cuopt,3,inf,1797700000.0,1806000000.0,35393,16292,0,7397,0,75,0,True,0.261,0.009,0.004,0.281,1.145
grid,grid14,path,cuopt,4,inf,1797700000.0,1806100000.0,44290,16303,5,8886,0,11,0,True,0.408,0.011,0.002,0.428,1.573
grid,grid14,path,cuopt,5,inf,1801300000.0,1803600000.0,50617,16311,0,6319,0,8,0,True,0.408,0.01,0.002,0.426,1.999
grid,grid14,path,cuopt,6,inf,1802100000.0,1803000000.0,55211,16315,0,4590,0,4,0,True,0.436,0.011,0.002,0.453,2.452
grid,grid14,path,cuopt,7,inf,1802400000.0,1802800000.0,58258,16316,0,3046,0,1,0,True,0.457,0.011,0.002,0.473,2.925
grid,grid14,path,cuopt,8,inf,1802600000.0,1802700000.0,58863,16222,0,1223,524,4,98,True,0.457,0.011,0.002,0.483,3.408
grid,grid14,path,cuopt,9,1802700000.0,1802700000.0,1802700000.0,58863,16222,0,270,0,0,0,False,0.389,0.011,0.001,0.402,3.81
grid,grid14,path,highs,1,inf,1797700000.0,1797700000.0,16217,16217,0,0,0,217,0,True,0.225,0.02,0.007,0.252,0.252
grid,grid14,path,highs,2,inf,1797700000.0,2000200000.0,27921,16217,217,11704,0,0,0,True,1.876,0.007,0.001,1.889,2.142
grid,grid14,path,highs,3,inf,1797700000.0,1806000000.0,35393,16292,0,7397,0,75,0,True,2.809,0.01,0.005,2.833,4.975
grid,grid14,path,highs,4,inf,1797700000.0,1806100000.0,44293,16303,3,8889,0,11,0,True,12.123,0.011,0.002,12.144,17.119
grid,grid14,path,highs,5,inf,1801300000.0,1803600000.0,50547,16311,0,6246,0,8,0,True,14.33,0.022,0.004,14.362,31.481
grid,grid14,path,highs,6,inf,1802100000.0,1803000000.0,55127,16318,0,4573,0,7,0,True,16.409,0.02,0.004,16.437,47.919
grid,grid14,path,highs,7,inf,1802500000.0,1802800000.0,58080,16320,0,2951,0,2,0,True,18.933,0.011,0.003,18.95,66.869
grid,grid14,path,highs,8,inf,1802600000.0,1802700000.0,52507,16221,0,1417,6891,1,100,True,16.225,0.009,0.002,16.248,83.117
grid,grid14,path,highs,9,inf,1802700000.0,1802700000.0,47719,16195,0,460,5222,4,30,True,11.921,0.008,0.002,11.94,95.057
grid,grid14,path,highs,10,1802700000.0,1802700000.0,1802700000.0,47719,16195,0,49,0,0,0,False,9.687,0.007,0.001,9.696,104.752
grid,grid14,path,mosek,1,inf,1797700000.0,1797700000.0,16217,16217,0,0,0,217,0,True,0.023,0.021,0.008,0.052,0.052
grid,grid14,path,mosek,2,inf,1797700000.0,2000200000.0,27921,16217,217,11704,0,0,0,True,0.482,0.009,0.001,0.502,0.554
grid,grid14,path,mosek,3,inf,1797700000.0,1805900000.0,35393,16292,0,7397,0,75,0,True,0.348,0.011,0.007,0.377,0.931
grid,grid14,path,mosek,4,inf,1797700000.0,1806000000.0,44300,16303,5,8896,0,11,0,True,0.813,0.011,0.008,0.844,1.775
grid,grid14,path,mosek,5,inf,1801200000.0,1803500000.0,50487,16310,2,6180,0,7,0,True,0.815,0.009,0.01,0.842,2.617
grid,grid14,path,mosek,6,inf,1802000000.0,1802900000.0,55187,16313,1,4697,0,3,0,True,0.935,0.011,0.013,0.965,3.582
grid,grid14,path,mosek,7,inf,1802500000.0,1802700000.0,58381,16316,0,3191,0,3,0,True,1.077,0.01,0.013,1.105,4.687
grid,grid14,path,mosek,8,inf,1802600000.0,1802600000.0,59542,16227,0,1271,21,1,90,True,1.122,0.011,0.014,1.159,5.846
grid,grid14,path,mosek,9,1802600000.0,1802600000.0,1802600000.0,59542,16227,0,835,0,0,0,False,0.926,0.01,0.001,0.939,6.785
grid,grid14,tree,copt-cpu,1,inf,1797700000.0,122500.0,2450,1225,1225,0,0,0,0,True,0.009,0.019,0.001,0.029,0.029
grid,grid14,tree,copt-cpu,2,inf,1797700000.0,1225000.0,2450,1225,1225,0,0,0,0,True,0.01,0.018,0.001,0.028,0.057
grid,grid14,tree,copt-cpu,3,inf,1797700000.0,12250000.0,2450,1225,1225,0,0,0,0,True,0.007,0.017,0.001,0.025,0.082
grid,grid14,tree,copt-cpu,4,inf,1797700000.0,122500000.0,2450,1225,1225,0,0,0,0,True,0.007,0.017,0.001,0.024,0.106
grid,grid14,tree,copt-cpu,5,inf,1797700000.0,1171200000.0,2450,1225,967,0,0,0,0,True,0.008,0.015,0.001,0.023,0.13
grid,grid14,tree,copt-cpu,6,inf,1797700000.0,1797700000.0,2450,1442,0,0,0,217,0,True,0.007,0.016,0.001,0.025,0.154
grid,grid14,tree,copt-cpu,7,inf,1797700000.0,4614500000.0,3670,1442,606,1220,0,0,0,True,0.077,0.01,0.001,0.092,0.246
grid,grid14,tree,copt-cpu,8,inf,1797700000.0,5609700000.0,4892,1442,449,1222,0,0,0,True,0.121,0.011,0.001,0.138,0.384
grid,grid14,tree,copt-cpu,9,inf,1797700000.0,6454500000.0,6116,1456,315,1224,0,14,0,True,0.137,0.013,0.001,0.158,0.543
grid,grid14,tree,copt-cpu,10,inf,1797700000.0,3773200000.0,7341,1476,83,1225,0,20,0,True,0.203,0.013,0.001,0.226,0.769
grid,grid14,tree,copt-cpu,11,inf,1797700000.0,1805900000.0,8564,1498,0,1223,0,22,0,True,0.386,0.008,0.002,0.404,1.173
grid,grid14,tree,copt-cpu,12,inf,1799700000.0,1804700000.0,9585,1410,0,1224,203,10,98,True,0.372,0.012,0.002,0.403,1.576
grid,grid14,tree,copt-cpu,13,inf,1801200000.0,1804000000.0,10258,1423,0,1221,548,13,0,True,0.262,0.011,0.003,0.287,1.863
grid,grid14,tree,copt-cpu,14,inf,1801400000.0,1803500000.0,10823,1425,0,1216,651,5,3,True,0.258,0.011,0.002,0.286,2.15
grid,grid14,tree,copt-cpu,15,inf,1802000000.0,1803200000.0,11110,1427,0,1205,918,8,6,True,0.307,0.012,0.003,0.342,2.492
grid,grid14,tree,copt-cpu,16,inf,1802200000.0,1803000000.0,10793,1423,0,1190,1507,1,5,True,0.336,0.009,0.003,0.367,2.859
grid,grid14,tree,copt-cpu,17,inf,1802400000.0,1802900000.0,10416,1416,0,1170,1547,4,11,True,0.268,0.009,0.003,0.296,3.155
grid,grid14,tree,copt-cpu,18,inf,1802500000.0,1802800000.0,10244,1410,0,1138,1310,1,7,True,0.257,0.011,0.003,0.286,3.441
grid,grid14,tree,copt-cpu,19,1802700000.0,1802500000.0,1802700000.0,10166,1402,0,1092,1170,0,8,True,0.266,0.011,0.003,0.294,3.735
grid,grid14,tree,copt-cpu,20,1802700000.0,1802600000.0,1802700000.0,10166,1406,0,1037,0,4,0,False,0.248,0.012,0.003,0.263,3.998
grid,grid14,tree,copt-gpu,1,inf,1797700000.0,122500.0,2450,1225,1225,0,0,0,0,True,0.293,0.025,0.001,0.32,0.32
