sweep,family,instance,formulation,solver,per_source,reps_off,reps_on,t_tot_off,t_tot_on,d_t_tot_pct,t_pr_off,t_pr_on,d_t_pr_pct,t_lp_off,t_lp_on,d_t_lp_pct,per_price_us_off,per_price_us_on,d_per_price_pct,iters_off,iters_on,cols_off,cols_on,priced_off,priced_on,traj_moved,traj_stable,pricing_share_pct,cut_rate_pct,pred_wall_pct,obj_off,obj_on,d_obj_rel,lb_delta,exit_off,exit_on,spread_off_pct
intermodal_path_tree,intermodal,SBT-31275-0,path,highs,1.0,3,1,26.651,25.344,-4.904131177066522,16.352,15.132,-7.4608610567514715,9.142,9.086,-0.6125574272587964,163.05741558626585,159.13512603981533,-2.405465297207179,6,6,32540,32540,95089,95089,0,,61.35604667742299,65.77101452323613,-1.4758984105636483,801323.001472,801323.007106,7.030872609986794e-09,55.10275299998466,gap,gap,31.867661448140893
intermodal_path_tree,intermodal,SBT-31275-0,path,mosek,1.0,1,1,22.191,21.57,-2.7984317966743215,20.566,19.935,-3.068170767285813,0.498,0.507,1.8072289156626522,162.77910133525404,157.78600940304887,-3.067403549502083,6,6,32539,32539,126343,126342,0,,92.67721148213239,74.24530243307846,-2.842784074582481,801322.997939,801322.965653,4.029086904458343e-08,55.118584000039846,gap,gap,
intermodal_path_tree,intermodal,SBT-31275-0,tree,copt-cpu,1.0,1,1,22.435,21.444,-4.417205259638956,20.984,20.031,-4.541555470834935,0.234,0.24,2.5641025641025545,166.08886989283056,158.54585173576484,-4.541555470834907,6,6,32538,32538,126342,126342,0,,93.53242701136618,74.24609393550838,-4.247827055939367,801323.0,801323.0,0.0,55.156608999939635,gap,gap,
intermodal_path_tree,intermodal,SBT-31275-0,tree,copt-gpu,1.0,1,1,22.21,21.722,-2.1972084646555583,20.407,19.865,-2.6559513892291937,0.641,0.681,6.240249609984405,161.52190087223568,157.23195770211015,-2.6559513892291817,6,6,32538,32538,126342,126342,0,,91.88203511931562,74.24609393550838,-2.4403421882035077,801323.0,801323.0,0.0,55.156608999939635,gap,gap,
intermodal_path_tree,intermodal,SBT-31275-0,tree,cuopt,1.0,1,1,26.49,23.699,-10.536051340128338,23.767,20.995,-11.663230529726084,1.48,1.507,1.8243243243243186,188.11638251729434,166.17593516012093,-11.663230529726103,6,6,32533,32533,126342,126342,0,,89.72064930162325,74.25005144765794,-10.464326160815412,801323.010641,801323.010641,0.0,55.14129800000228,gap,gap,
intermodal_path_tree,intermodal,SBT-31275-0,tree,highs,1.0,3,1,23.082,22.521,-2.43046529763452,15.748,15.148,-3.810007620015238,6.222,6.199,-0.3696560591449787,165.61326757038142,159.3017141655274,-3.811019187923328,6,6,32539,32539,95090,95090,0,,68.22632354215405,65.77768429908508,-2.6001182814061417,801325.002648,801325.000052,3.2396343157165024e-09,55.147429000004195,gap,gap,3.5242570485141065
intermodal_path_tree,intermodal,SBT-31275-0,tree,mosek,1.0,1,1,17.047,17.159,0.6570070980231028,15.475,15.596,0.7819063004846555,0.402,0.397,-1.2437810945273642,162.7405615732464,164.01304027763172,0.7819063004846539,6,6,32543,32543,95090,95090,0,,90.7784360884613,65.77347775791355,0.7098023112571138,801324.489985,801324.489985,0.0,55.071026999969035,gap,gap,
intermodal_path_tree,intermodal,SBT-43785-0,path,copt-cpu,1.0,1,1,32.416,29.982,-7.508637709772945,30.393,28.032,-7.768236106998325,0.339,0.326,-3.8348082595870236,228.02845009978543,210.31466170490523,-7.768236106998328,6,6,45743,45743,133286,133286,0,,93.75925468904246,65.67981633479886,-7.28344027640672,1123600.009692,1123600.009692,0.0,76.79723999998532,gap,gap,
intermodal_path_tree,intermodal,SBT-43785-0,path,copt-gpu,1.0,1,1,31.085,30.992,-0.2991796686504744,28.647,28.525,-0.42587356442210317,0.811,0.857,5.672009864364972,214.928799723902,214.01347478354816,-0.4258735644221041,6,6,45743,45743,133286,133286,0,,92.15698890139939,65.67981633479886,-0.3924722534984725,1123600.009692,1123600.009692,0.0,76.79723999998532,gap,gap,
intermodal_path_tree,intermodal,SBT-43785-0,path,cuopt,1.0,1,1,33.959,32.069,-5.5655349097441045,30.44,28.578,-6.116951379763475,1.878,1.868,-0.5324813631522783,228.3039953199181,214.3371433714337,-6.117655509669423,6,6,45725,45725,133331,133332,0,,89.63750404900026,65.70515705157051,-5.483713705183817,1123600.012524,1123600.012524,0.0,76.80043299985118,gap,gap,
intermodal_path_tree,intermodal,SBT-43785-0,path,highs,1.0,3,1,44.751,43.207,-3.450202230117756,29.04,28.194,-2.913223140495868,13.783,13.398,-2.7932960893854735,217.80381156670242,211.62376995654034,-2.8374350135141877,6,6,45720,45672,133331,133227,1,,64.89240463900248,65.71791003325151,-1.8412798103383614,1123600.003571,1123600.000839,2.4314701311455844e-09,76.80043100006878,gap,gap,3.5984848484848544
intermodal_path_tree,intermodal,SBT-43785-0,path,mosek,1.0,1,1,42.33,41.5,-1.9607843137254863,37.797,36.973,-2.1800672011006115,1.563,1.554,-0.5758157389635251,215.691981099774,210.9897509644137,-2.1800672011006146,11,11,45774,45774,175236,175236,0,,89.2912827781715,73.87808441187883,-1.9466099692889187,1123600.005091,1123600.005092,8.897959944106129e-13,76.77930300007574,gap,gap,
intermodal_path_tree,intermodal,SBT-43785-0,tree,copt-cpu,1.0,1,1,32.046,29.966,-6.490669662360352,29.979,27.985,-6.651322592481403,0.343,0.318,-7.288629737609336,224.92234743333884,209.96203652296566,-6.651322592481403,6,6,45730,45730,133286,133286,0,,93.5498970230294,65.68956979727804,-6.2223054359358425,1123600.000001,1123600.000001,0.0,76.81716099986807,gap,gap,
intermodal_path_tree,intermodal,SBT-43785-0,tree,copt-gpu,1.0,1,1,31.034,31.429,1.272797576851194,28.563,28.936,1.3058852361446667,0.793,0.797,0.504413619167718,214.29857599447803,217.09706945965817,1.3058852361446651,6,6,45730,45730,133286,133286,0,,92.03776503190049,65.68956979727804,1.2019075852291057,1123600.000001,1123600.000001,0.0,76.81716099986807,gap,gap,
intermodal_path_tree,intermodal,SBT-43785-0,tree,cuopt,1.0,1,1,32.415,32.046,-1.1383618695048583,29.074,28.734,-1.1694297310311612,1.633,1.607,-1.5921616656460515,218.4733765160282,215.91686141314557,-1.170172376905188,6,6,45714,45714,133078,133079,0,,89.69304334413081,65.64822398725569,-1.049563217218616,1123600.01983,1123600.01983,0.0,76.79195400001481,gap,gap,
intermodal_path_tree,intermodal,SBT-43785-0,tree,highs,1.0,3,1,41.049,39.301,-4.2583254159662784,29.796,28.082,-5.752449993287685,9.559,9.515,-0.46029919447639617,223.5493600228081,210.6897948771814,-5.75244999328768,6,6,45733,45733,133286,133286,0,,72.58642110648249,65.68731899824438,-4.175497576067619,1123600.000865,1123600.000207,5.856177646729809e-10,76.80497599998489,gap,gap,9.789904685192637
intermodal_path_tree,intermodal,SBT-43785-0,tree,mosek,1.0,1,1,40.864,39.118,-4.2727094753328,38.107,36.802,-3.424567664733513,1.082,0.61,-43.62292051756008,215.18679978315865,207.81640869845106,-3.4251130144296273,6,6,45827,45827,177088,177089,0,,93.25323022709476,74.10962849188826,-3.1940285248842457,1123599.486704,1123599.486705,8.900036234680223e-13,76.80271800002083,gap,gap,
intermodal_path_tree,intermodal,SBT-56295-0,path,copt-cpu,1.0,1,1,51.366,50.376,-1.9273449363392166,47.378,46.393,-2.0790240195871488,0.6,0.602,0.33333333333333365,276.8101801270179,271.19942010685935,-2.0269341313906715,10,10,58751,58751,171157,171066,0,,92.2361094887669,65.6384085674535,-1.8695651846946861,1447869.0,1447869.0,0.0,98.29498000000603,gap,gap,
intermodal_path_tree,intermodal,SBT-56295-0,path,copt-gpu,1.0,1,1,52.216,51.684,-1.0188447985291933,47.612,47.038,-1.2055784256070006,1.205,1.238,2.73858921161825,278.17734594553536,274.9698946605404,-1.1530239006676621,10,10,58751,58751,171157,171066,0,,91.18277922475869,65.6384085674535,-1.0513592377544954,1447869.0,1447869.0,0.0,98.29498000000603,gap,gap,
intermodal_path_tree,intermodal,SBT-56295-0,path,cuopt,1.0,1,1,56.049,53.399,-4.728005852022336,49.216,46.849,-4.80941157347205,3.321,3.179,-4.275820535983148,287.5522187490871,273.8650579308571,-4.759887048610518,10,10,58743,58743,171155,171066,0,,87.8088815143892,65.64308512503946,-4.179603578733167,1447869.024691,1447869.024691,0.0,98.2923619998619,gap,gap,
intermodal_path_tree,intermodal,SBT-56295-0,path,highs,1.0,3,1,84.488,82.523,-2.3257740744247744,47.691,46.428,-2.6482984210857503,33.226,32.576,-1.956299283693489,278.59170726578105,271.40401950124516,-2.5800077953069587,10,10,58749,58747,171185,171066,1,,56.44706940630623,65.64074684624647,-1.45633879090503,1447869.00011,1447869.000395,1.9684106409707307e-10,98.29382400005125,gap,gap,1.6900463399802843
intermodal_path_tree,intermodal,SBT-56295-0,path,mosek,1.0,1,1,53.777,51.402,-4.416386187403536,48.496,46.196,-4.742659188386679,1.665,1.661,-0.24024024024024046,283.47137871977276,270.14256809702584,-4.701995200694736,10,10,58765,58765,171079,171006,0,,90.17981665024081,65.63395436417436,-4.240250650889635,1447868.477887,1447868.477887,0.0,98.34797300002538,gap,gap,
intermodal_path_tree,intermodal,SBT-56295-0,tree,copt-cpu,1.0,1,1,51.835,50.087,-3.3722388347641505,47.729,46.041,-3.5366339122965122,0.604,0.58,-3.9735099337748383,278.54683396556754,269.1149909692956,-3.386088745649808,10,10,58750,58750,171350,171083,0,,92.07871129545673,65.64240748642472,-3.117866880314839,1447869.0,1447869.0,0.0,98.31825100001879,gap,gap,
intermodal_path_tree,intermodal,SBT-56295-0,tree,copt-gpu,1.0,1,1,52.405,51.657,-1.42734471901537,47.703,46.925,-1.6309246797895431,1.2,1.198,-0.16666666666666682,278.39509775313684,274.28207361339236,-1.4774053756476888,10,10,58750,58750,171350,171083,0,,91.02757370479917,65.64240748642472,-1.344846267236365,1447869.0,1447869.0,0.0,98.31825100001879,gap,gap,
intermodal_path_tree,intermodal,SBT-56295-0,tree,cuopt,1.0,1,1,59.144,53.261,-9.946909238468814,52.177,46.768,-10.366636640665424,3.037,2.787,-8.231807704972011,304.85232683824603,273.39155647527855,-10.320003356792645,10,10,58740,58740,171155,171066,0,,88.22027593669688,65.64483883413419,-9.104335438038852,1447869.008303,1447869.008303,0.0,98.29328000009991,gap,gap,
intermodal_path_tree,intermodal,SBT-56295-0,tree,highs,1.0,3,1,74.933,72.847,-2.783820212723383,48.549,46.947,-3.299759006364697,22.69,22.218,-2.080211546936982,283.56735666557637,274.3497291390303,-3.2505954264040535,10,10,58750,58750,171208,171121,0,,64.78987895853628,65.65003710824504,-2.1060568421989023,1447869.000129,1447869.004051,2.7088086431653506e-09,98.29053999995813,gap,gap,4.438814393705316
intermodal_path_tree,intermodal,SBT-56295-0,tree,mosek,1.0,1,1,52.725,51.809,-1.7373162636320605,47.629,46.707,-1.9357954187574735,1.405,1.41,0.35587188612098886,278.35147944901263,273.12757297904193,-1.8767302693383368,10,10,58747,58898,171111,171008,1,,90.33475580844001,65.54079341317366,-1.695339705989865,1447868.664976,1447866.283924,1.6445220879353133e-06,98.19298500008881,gap,gap,
intermodal_path_tree,intermodal,SBT-6255-0,path,copt-cpu,1.0,1,1,2.439,2.44,0.041000410004095524,1.754,1.755,0.05701254275940079,0.11,0.109,-0.90909090909091,68.9546723277116,69.02654867256638,0.10423709145215694,10,10,6766,6766,25437,25425,0,,71.91471914719148,73.38839724680433,0.0749618115650198,160606.0,160606.0,0.0,11.241320999979507,gap,gap,
intermodal_path_tree,intermodal,SBT-6255-0,path,copt-gpu,1.0,1,1,3.008,3.18,5.7180851063829845,1.798,1.938,7.786429365962174,0.638,0.632,-0.940438871473355,70.68443605771121,76.22418879056048,7.837302016990365,10,10,6766,6766,25437,25425,0,,59.77393617021277,73.38839724680433,4.684663905102619,160606.0,160606.0,0.0,11.241320999979507,gap,gap,
intermodal_path_tree,intermodal,SBT-6255-0,path,cuopt,1.0,1,1,3.304,2.866,-13.256658595641637,1.43,1.314,-8.111888111888103,1.394,1.086,-22.094691535150634,74.61907743686078,68.56606136505948,-8.111888111888113,8,8,6740,6740,19164,19164,0,,43.28087167070218,64.8246712586099,-3.5108958837772404,160606.00216,160606.00216,0.0,11.241173000016715,gap,gap,
intermodal_path_tree,intermodal,SBT-6255-0,path,highs,1.0,3,1,3.573,3.613,1.1195074167366368,1.351,1.36,0.6661732050333175,1.74,1.766,1.4942528735632197,70.50044356311642,70.97009862756353,0.6661732050333067,8,8,6746,6747,19163,19163,1,,37.811363000279876,64.79152533528153,0.2518891687657423,160606.000027,160606.000121,5.85283165951538e-10,11.321877999987919,gap,gap,4.589193190229447
intermodal_path_tree,intermodal,SBT-6255-0,path,mosek,1.0,1,1,1.874,1.851,-1.2273212379936036,1.325,1.338,0.9811320754717074,0.147,0.105,-28.57142857142857,68.8490517017407,69.53177778932599,0.9916274381568843,7,7,6740,6740,19245,19243,0,,70.7043756670224,64.96907966533284,0.7011239890917138,160606.013094,160606.013094,0.0,11.250379999983124,gap,gap,
intermodal_path_tree,intermodal,SBT-6255-0,tree,copt-cpu,1.0,1,1,1.909,1.889,-1.0476689366160303,1.338,1.321,-1.2705530642750467,0.088,0.088,0.0,69.81840951784596,68.93132957628887,-1.2705530642750429,8,8,6747,6747,19164,19164,0,,70.08905185961237,64.78814443748695,-0.8905185961236289,160606.000003,160606.000003,0.0,11.244902999984333,gap,gap,
intermodal_path_tree,intermodal,SBT-6255-0,tree,copt-gpu,1.0,1,1,2.352,2.581,9.736394557823134,1.369,1.533,11.979547114682244,0.506,0.539,6.5217391304347885,71.43602588186182,79.99373825923607,11.97954711468225,8,8,6747,6747,19164,19164,0,,58.20578231292517,64.78814443748695,6.972789115646259,160606.000003,160606.000003,0.0,11.244902999984333,gap,gap,
intermodal_path_tree,intermodal,SBT-6255-0,tree,cuopt,1.0,1,1,3.294,2.755,-16.363084395871283,1.462,1.313,-10.191518467852259,1.339,0.968,-27.707244212098583,76.28887497390942,68.51388019202672,-10.191518467852257,8,8,6740,6740,19164,19164,0,,44.383727990285365,64.8246712586099,-4.523375834851244,160606.003397,160606.003397,0.0,11.247823999990942,gap,gap,
intermodal_path_tree,intermodal,SBT-6255-0,tree,highs,1.0,3,1,3.109,3.08,-0.9327758121582475,1.342,1.336,-0.4470938897168409,1.269,1.249,-1.5760441292356027,70.03078849866931,69.71768512237124,-0.4470938897168392,8,8,6752,6752,19163,19163,0,,43.165004824702486,64.76021499765173,-0.19298809906722364,160606.000009,160606.000012,1.8679213351191987e-11,11.2509710000013,gap,gap,5.663189269746635
intermodal_path_tree,intermodal,SBT-6255-0,tree,mosek,1.0,1,1,2.167,2.1,-3.091832025842166,1.382,1.394,0.8683068017366145,0.124,0.116,-6.451612903225802,72.07301173402868,72.64578664860076,0.7947148326280478,11,10,6743,6742,19175,19189,1,,63.77480387632672,64.86007608525718,0.5068278258846156,160606.010496,160606.006161,2.6991517887140264e-08,11.241822999989381,gap,gap,
