sweep,family,instance,formulation,solver,per_source,reps_off,reps_on,t_tot_off,t_tot_on,d_t_tot_pct,t_pr_off,t_pr_on,d_t_pr_pct,per_price_us_off,per_price_us_on,d_per_price_pct,iters_off,iters_on,cols_off,cols_on,priced_off,priced_on,traj_moved,traj_stable,pricing_share_pct,cut_rate_pct,pred_wall_pct,obj_off,obj_on,d_obj_rel,lb_delta,exit_off,exit_on,spread_off_pct
gridplanar_path_tree,planar,planar800,tree,copt-gpu,15.945,3,3,7.972,8.049,0.9658805820371182,0.186,0.181,-2.688172043010755,8.942307692307692,8.701923076923077,-2.6881720430107485,23,23,6324,6324,20800,20800,0,1,2.333166081284496,15.716346153846153,-0.06271951831409925,1167373872.737834,1167373872.737825,7.760929225365683e-15,0.3048558235168457,gap,gap,4.3010752688172085
intermodal_tree,intermodal,BUS-13160-0,tree,copt-cpu,1.0,3,3,4.782,4.202,-12.128816394813887,2.324,2.23,-4.044750430292593,41.842209499117786,40.39050189273877,-3.4694812337996286,26,21,15089,15008,55542,55211,1,1,48.598912588874946,72.80976616978501,-1.6861301521017014,348361.500163,348361.5,4.679048021244359e-10,23.22097899997607,gap,gap,1.0757314974182406
intermodal_tree,intermodal,BUS-13160-0,tree,copt-gpu,1.0,2,2,8.948,7.5065,-16.109745194456863,2.3434999999999997,2.1879999999999997,-6.63537443994026,42.19329516402002,39.62906614504094,-6.077337664695383,26,21,15089,15008,55542,55212,1,1,26.190210102816266,72.81025863942621,-1.5916675030413083,348361.500163,348361.5,4.679048021244359e-10,23.21250299998792,gap,gap,0.9814380200554783
intermodal_tree,intermodal,BUS-18424-0,tree,copt-cpu,1.0,3,3,8.47,7.516,-11.263282172373088,4.451,3.678,-17.36688384632666,47.21394248618374,48.359739662086646,2.426819527384738,33,32,21144,20906,94277,76055,1,0,52.55017709563163,72.4791269476037,1.2752979594320504,485025.500001,485032.000322,1.3402019069071891e-05,14.724385000008624,gap,gap,6.0660525724556384
intermodal_tree,intermodal,BUS-18424-0,tree,copt-gpu,1.0,2,2,13.716000000000001,12.6525,-7.753718285214356,4.375,3.6355000000000004,-16.902857142857133,46.40777316941224,47.80093353494182,3.0019978774758918,33,32,21144,20906,94273,76055,1,1,31.897054534849808,72.4791269476037,0.9575489001135189,485025.500001,485032.00009650004,1.3401554145122866e-05,14.874008500017226,gap,gap,1.8742857142857312
intermodal_tree,intermodal,BUS-23688-0,tree,copt-cpu,1.0,3,3,7.006,8.188,16.871253211532977,4.959,5.095,2.7424884049203495,51.10843149986086,52.28912447787847,2.3101725945567666,13,20,27331,27345,97029,97439,1,1,70.78218669711676,71.90549985118895,1.6351906789047967,624891.00213,624894.000001,4.797430255439664e-06,15.725298999925144,gap,gap,3.5491026416616287
intermodal_tree,intermodal,BUS-23688-0,tree,copt-gpu,1.0,2,2,9.213999999999999,11.471,24.495333188626024,4.992,5.0495,1.151842948717951,51.448536004699626,51.82216566261969,0.7262201938767179,13,20,27331,27345,97029,97439,1,1,54.17842413718255,71.90549985118895,0.39345465680839764,624891.00213,624894.000001,4.797430255439664e-06,15.725298999925144,gap,gap,0.8012820512820342
intermodal_tree,intermodal,BUS-2632-0,tree,copt-cpu,1.0,3,3,1.718,1.336,-22.23515715948777,0.564,0.456,-19.148936170212757,34.512299596132664,33.40659340659341,-3.2038032889096644,32,24,3243,3237,16342,13650,1,1,32.82887077997671,76.25641025641026,-1.0517724417607976,71026.5,71026.500108,1.5205591280172324e-09,0.974421999999322,gap,gap,0.17730496453900726
intermodal_tree,intermodal,BUS-2632-0,tree,copt-gpu,1.0,2,2,6.973,5.3629999999999995,-23.08905779434964,0.6890000000000001,0.5645,-18.06966618287374,42.16130216619753,41.35531135531136,-1.9116838652397419,32,24,3243,3237,16342,13650,1,1,9.88096945360677,76.25641025641026,-0.1888928987738681,71026.5,71026.500108,1.5205591280172324e-09,0.9748219999892171,gap,gap,2.6124818577648625
intermodal_tree,intermodal,BUS-7896-0,tree,copt-cpu,1.0,3,3,2.317,2.549,10.01294777729822,1.235,1.224,-0.8906882591093215,30.628441049551114,30.391816059989075,-0.7725662209814183,16,20,9168,9271,40322,40274,1,1,53.301683211048775,76.92059393156876,-0.4117907997030866,210593.501491,210595.000061,7.115936576324747e-06,14.621271000010893,gap,gap,0.4858299595141704
