sweep,family,instance,formulation,solver,arm,rep,commodities,sources,per_source,iterations,columns,objective,lower_bound,optimal,exit,t_tot,t_lp,t_pr,t_sp,cutoff_enabled,cut,priced,cut_rate_pct,per_price_us
gridplanar_path_tree,grid,grid5,tree,copt-gpu,off,rep2,100,83,1.2048192771084338,13,260,5049688.500151,5049682.681564,1,gap,2.256,2.248,0.004,0.002,0,0,1577,0.0,2.5364616360177554
gridplanar_path_tree,grid,grid5,tree,copt-gpu,off,rep3,100,83,1.2048192771084338,13,260,5049688.500151,5049682.681564,1,gap,2.272,2.263,0.006,0.001,0,0,1577,0.0,3.804692454026633
gridplanar_path_tree,grid,grid5,tree,copt-gpu,on,rep1,100,83,1.2048192771084338,13,260,5049688.500151,5049687.847521,1,gap,2.229,2.222,0.004,0.001,1,1295,1577,82.11794546607483,2.5364616360177554
gridplanar_path_tree,grid,grid5,tree,copt-gpu,on,rep2,100,83,1.2048192771084338,13,260,5049688.500151,5049687.847521,1,gap,2.285,2.277,0.005,0.001,1,1295,1577,82.11794546607483,3.170577045022194
gridplanar_path_tree,grid,grid5,tree,copt-gpu,on,rep3,100,83,1.2048192771084338,13,260,5049688.500151,5049687.847521,1,gap,2.279,2.272,0.005,0.001,1,1295,1577,82.11794546607483,3.170577045022194
gridplanar_path_tree,grid,grid6,path,copt-gpu,off,rep1,200,135,1.4814814814814814,12,878,10401910.313496,10400886.874097,1,gap,2.26,2.25,0.005,0.002,0,0,2025,0.0,2.4691358024691357
gridplanar_path_tree,grid,grid6,path,copt-gpu,off,rep2,200,135,1.4814814814814814,13,787,10401834.441074,10401313.430026,1,gap,2.548,2.536,0.005,0.003,0,0,2160,0.0,2.314814814814815
gridplanar_path_tree,grid,grid6,path,copt-gpu,off,rep3,200,135,1.4814814814814814,13,781,10401744.0,10401393.711401,1,gap,2.512,2.501,0.005,0.002,0,0,2160,0.0,2.314814814814815
gridplanar_path_tree,grid,grid6,path,copt-gpu,on,rep1,200,135,1.4814814814814814,13,770,10401534.363691,10401333.813533,1,gap,2.468,2.458,0.005,0.002,1,1388,2160,64.25925925925925,2.314814814814815
gridplanar_path_tree,grid,grid6,path,copt-gpu,on,rep2,200,135,1.4814814814814814,13,762,10401730.149661,10401670.728041,1,gap,2.575,2.563,0.006,0.002,1,1405,2160,65.04629629629629,2.7777777777777777
gridplanar_path_tree,grid,grid6,path,copt-gpu,on,rep3,200,135,1.4814814814814814,13,762,10401738.989154,10401660.125788,1,gap,2.582,2.571,0.005,0.002,1,1403,2160,64.95370370370371,2.314814814814815
gridplanar_path_tree,grid,grid6,tree,copt-gpu,off,rep1,200,135,1.4814814814814814,18,561,10401080.640617,10400135.907945,1,gap,3.311,3.294,0.007,0.005,0,0,3105,0.0,2.254428341384863
gridplanar_path_tree,grid,grid6,tree,copt-gpu,off,rep2,200,135,1.4814814814814814,18,577,10401034.697378,10400820.933936,1,gap,3.394,3.38,0.007,0.002,0,0,3105,0.0,2.254428341384863
gridplanar_path_tree,grid,grid6,tree,copt-gpu,off,rep3,200,135,1.4814814814814814,19,529,10401646.004575,10400726.858942,1,gap,3.533,3.518,0.008,0.003,0,0,3240,0.0,2.4691358024691357
gridplanar_path_tree,grid,grid6,tree,copt-gpu,on,rep1,200,135,1.4814814814814814,18,571,10401026.682819,10400674.414203,1,gap,3.42,3.405,0.007,0.003,1,2122,3105,68.34138486312399,2.254428341384863
gridplanar_path_tree,grid,grid6,tree,copt-gpu,on,rep2,200,135,1.4814814814814814,17,616,10401356.49244,10400366.782299,1,gap,3.162,3.149,0.006,0.002,1,2001,2970,67.37373737373737,2.0202020202020203
gridplanar_path_tree,grid,grid6,tree,copt-gpu,on,rep3,200,135,1.4814814814814814,19,487,10401047.716525,10400948.543649,1,gap,3.595,3.581,0.007,0.003,1,2288,3240,70.61728395061728,2.1604938271604937
gridplanar_path_tree,grid,grid7,path,copt-gpu,off,rep1,400,247,1.6194331983805668,11,1473,25863941.333562,25862855.414628,1,gap,2.32,2.301,0.011,0.004,0,0,3705,0.0,2.968960863697706
gridplanar_path_tree,grid,grid7,path,copt-gpu,off,rep2,400,247,1.6194331983805668,11,1473,25864203.139016,25863046.578859,1,gap,2.289,2.271,0.012,0.002,0,0,3705,0.0,3.2388663967611335
gridplanar_path_tree,grid,grid7,path,copt-gpu,off,rep3,400,247,1.6194331983805668,11,1473,25864203.139016,25863046.578859,1,gap,2.263,2.246,0.012,0.002,0,0,3705,0.0,3.2388663967611335
gridplanar_path_tree,grid,grid7,path,copt-gpu,on,rep1,400,247,1.6194331983805668,14,1006,25864036.577655,25864027.926431,1,gap,2.729,2.709,0.012,0.003,1,3522,4693,75.04794374600469,2.5569997869166845
gridplanar_path_tree,grid,grid7,path,copt-gpu,on,rep2,400,247,1.6194331983805668,11,1473,25864203.139016,25863065.483693,1,gap,2.284,2.268,0.009,0.003,1,2557,3705,69.01484480431849,2.42914979757085
gridplanar_path_tree,grid,grid7,path,copt-gpu,on,rep3,400,247,1.6194331983805668,11,1473,25864203.139016,25863065.483693,1,gap,2.325,2.31,0.01,0.003,1,2557,3705,69.01484480431849,2.699055330634278
gridplanar_path_tree,grid,grid7,tree,copt-gpu,off,rep1,400,247,1.6194331983805668,15,1014,25865587.652075,25863327.199376,1,gap,2.94,2.917,0.014,0.004,0,0,4940,0.0,2.834008097165992
gridplanar_path_tree,grid,grid7,tree,copt-gpu,off,rep2,400,247,1.6194331983805668,15,1073,25863784.038039,25863162.590465,1,gap,2.963,2.939,0.016,0.003,0,0,4940,0.0,3.2388663967611335
gridplanar_path_tree,grid,grid7,tree,copt-gpu,off,rep3,400,247,1.6194331983805668,20,632,25864036.582236,25864006.79557,1,gap,3.917,3.888,0.018,0.004,0,0,6175,0.0,2.91497975708502
gridplanar_path_tree,grid,grid7,tree,copt-gpu,on,rep1,400,247,1.6194331983805668,15,1059,25864141.670453,25863312.051174,1,gap,2.773,2.753,0.012,0.003,1,3521,4940,71.2753036437247,2.42914979757085
gridplanar_path_tree,grid,grid7,tree,copt-gpu,on,rep2,400,247,1.6194331983805668,15,1060,25865171.297603,25863464.079487,1,gap,2.897,2.876,0.012,0.003,1,3523,4940,71.3157894736842,2.42914979757085
gridplanar_path_tree,grid,grid7,tree,copt-gpu,on,rep3,400,247,1.6194331983805668,16,923,25864032.803349,25863271.9269,1,gap,3.149,3.128,0.013,0.003,1,3743,5187,72.16117216117216,2.506265664160401
gridplanar_path_tree,grid,grid8,path,copt-gpu,off,rep1,500,343,1.4577259475218658,17,1943,41711165.383676,41710916.033718,1,gap,4.203,4.155,0.03,0.006,0,0,7203,0.0,4.164931278633903
gridplanar_path_tree,grid,grid8,path,copt-gpu,off,rep2,500,343,1.4577259475218658,17,1824,41710980.251058,41710730.969513,1,gap,4.181,4.138,0.026,0.005,0,0,7203,0.0,3.6096071081493823
gridplanar_path_tree,grid,grid8,path,copt-gpu,off,rep3,500,343,1.4577259475218658,19,1663,41711146.809954,41711098.845835,1,gap,4.654,4.602,0.033,0.006,0,0,8232,0.0,4.0087463556851315
gridplanar_path_tree,grid,grid8,path,copt-gpu,on,rep1,500,343,1.4577259475218658,19,1571,41711148.466147,41711137.377662,1,gap,4.392,4.344,0.029,0.006,1,5517,8232,67.01895043731778,3.522837706511176
gridplanar_path_tree,grid,grid8,path,copt-gpu,on,rep2,500,343,1.4577259475218658,20,1552,41711151.022759,41711128.533252,1,gap,4.919,4.868,0.031,0.007,1,5487,8232,66.65451895043732,3.7657920310981536
gridplanar_path_tree,grid,grid8,path,copt-gpu,on,rep3,500,343,1.4577259475218658,16,2097,41711235.785296,41710024.732662,1,gap,3.972,3.934,0.022,0.006,1,4137,6860,60.30612244897959,3.206997084548105
gridplanar_path_tree,grid,grid8,tree,copt-gpu,off,rep1,500,343,1.4577259475218658,23,1500,41710708.808904,41710374.331101,1,gap,5.322,5.265,0.034,0.008,0,0,9604,0.0,3.540191586838817
gridplanar_path_tree,grid,grid8,tree,copt-gpu,off,rep2,500,343,1.4577259475218658,23,1487,41710859.958992,41710467.223426,1,gap,5.401,5.342,0.036,0.007,0,0,9604,0.0,3.7484381507705122
gridplanar_path_tree,grid,grid8,tree,copt-gpu,off,rep3,500,343,1.4577259475218658,24,1391,41710751.404912,41710673.446046,1,gap,5.552,5.492,0.035,0.008,0,0,9947,0.0,3.518648838845883
gridplanar_path_tree,grid,grid8,tree,copt-gpu,on,rep1,500,343,1.4577259475218658,22,1546,41710779.407667,41709824.309076,1,gap,4.842,4.791,0.03,0.006,1,5816,9261,62.80099341323831,3.2393909944930352
gridplanar_path_tree,grid,grid8,tree,copt-gpu,on,rep2,500,343,1.4577259475218658,21,1662,41711018.958659,41708992.21308,1,gap,4.733,4.683,0.027,0.007,1,5475,8918,61.39268894370935,3.0275846602377214
gridplanar_path_tree,grid,grid8,tree,copt-gpu,on,rep3,500,343,1.4577259475218658,21,1603,41710838.990896,41710281.739637,1,gap,4.942,4.892,0.028,0.007,1,5613,8918,62.94012110338641,3.1397174254317113
gridplanar_path_tree,grid,grid9,path,copt-gpu,off,rep1,1000,495,2.0202020202020203,19,3509,82652986.450709,82652826.034389,1,gap,5.652,5.58,0.042,0.006,0,0,11385,0.0,3.689064558629776
gridplanar_path_tree,grid,grid9,path,copt-gpu,off,rep2,1000,495,2.0202020202020203,20,3374,82652952.92022,82652858.27332,1,gap,6.009,5.931,0.048,0.006,0,0,12870,0.0,3.7296037296037294
gridplanar_path_tree,grid,grid9,path,copt-gpu,off,rep3,1000,495,2.0202020202020203,18,3719,82653006.69151,82652645.37933,1,gap,5.294,5.222,0.044,0.006,0,0,10890,0.0,4.040404040404041
gridplanar_path_tree,grid,grid9,path,copt-gpu,on,rep1,1000,495,2.0202020202020203,20,3221,82652972.566652,82652934.473106,1,gap,5.637,5.565,0.041,0.007,1,7759,12375,62.6989898989899,3.313131313131313
gridplanar_path_tree,grid,grid9,path,copt-gpu,on,rep2,1000,495,2.0202020202020203,19,3407,82652978.646983,82652885.821985,1,gap,5.538,5.469,0.036,0.007,1,6794,11385,59.6750109793588,3.1620553359683794
gridplanar_path_tree,grid,grid9,path,copt-gpu,on,rep3,1000,495,2.0202020202020203,19,3456,82652983.838615,82652862.150255,1,gap,5.78,5.713,0.036,0.007,1,6740,11385,59.20070267896355,3.1620553359683794
gridplanar_path_tree,grid,grid9,tree,copt-gpu,off,rep1,1000,495,2.0202020202020203,30,2150,82652982.354788,82652887.102431,1,gap,8.552,8.439,0.065,0.011,0,0,17820,0.0,3.6475869809203143
gridplanar_path_tree,grid,grid9,tree,copt-gpu,off,rep2,1000,495,2.0202020202020203,27,2467,82652990.422773,82652860.983645,1,gap,7.528,7.421,0.065,0.01,0,0,16335,0.0,3.9791857973676157
gridplanar_path_tree,grid,grid9,tree,copt-gpu,off,rep3,1000,495,2.0202020202020203,26,2562,82652967.424454,82652711.011426,1,gap,7.21,7.117,0.052,0.009,0,0,15840,0.0,3.282828282828283
gridplanar_path_tree,grid,grid9,tree,copt-gpu,on,rep1,1000,495,2.0202020202020203,25,2627,82653004.425988,82652743.260751,1,gap,6.563,6.48,0.044,0.009,1,8567,15345,55.82926034538938,2.867383512544803
gridplanar_path_tree,grid,grid9,tree,copt-gpu,on,rep2,1000,495,2.0202020202020203,23,2864,82654704.45647,82648691.325962,1,gap,6.205,6.126,0.044,0.008,1,7775,14355,54.16231278300244,3.0651340996168583
gridplanar_path_tree,grid,grid9,tree,copt-gpu,on,rep3,1000,495,2.0202020202020203,25,2609,82653096.07626,82652560.901276,1,gap,7.032,6.946,0.045,0.01,1,8514,15345,55.483870967741936,2.932551319648094
gridplanar_path_tree,planar,planar100,path,copt-gpu,off,rep1,1085,100,10.85,9,4150,231340800.035002,231336169.239961,1,gap,1.935,1.925,0.004,0.003,0,0,1100,0.0,3.6363636363636362
gridplanar_path_tree,planar,planar100,path,copt-gpu,off,rep2,1085,100,10.85,9,4150,231340800.000047,231336169.376084,1,gap,2.008,1.995,0.005,0.004,0,0,1100,0.0,4.545454545454546
gridplanar_path_tree,planar,planar100,path,copt-gpu,off,rep3,1085,100,10.85,9,4150,231340800.035001,231336169.239961,1,gap,1.931,1.921,0.003,0.002,0,0,1100,0.0,2.727272727272727
gridplanar_path_tree,planar,planar100,path,copt-gpu,on,rep1,1085,100,10.85,9,4150,231340800.035002,231336169.93713,1,gap,1.867,1.856,0.005,0.003,1,518,1100,47.09090909090909,4.545454545454546
gridplanar_path_tree,planar,planar100,path,copt-gpu,on,rep2,1085,100,10.85,9,4150,231340800.000047,231336170.067052,1,gap,1.937,1.926,0.004,0.003,1,518,1100,47.09090909090909,3.6363636363636362
gridplanar_path_tree,planar,planar100,path,copt-gpu,on,rep3,1085,100,10.85,9,4150,231340800.035001,231336169.93713,1,gap,1.996,1.985,0.005,0.002,1,518,1100,47.09090909090909,4.545454545454546
gridplanar_path_tree,planar,planar100,tree,copt-gpu,off,rep1,1085,100,10.85,22,822,231344992.214049,231339110.401256,1,gap,4.21,4.19,0.007,0.003,0,0,2600,0.0,2.6923076923076925
gridplanar_path_tree,planar,planar100,tree,copt-gpu,off,rep2,1085,100,10.85,22,822,231344992.214061,231339110.401256,1,gap,4.258,4.237,0.007,0.004,0,0,2600,0.0,2.6923076923076925
gridplanar_path_tree,planar,planar100,tree,copt-gpu,off,rep3,1085,100,10.85,22,822,231344992.214054,231339110.401256,1,gap,4.177,4.155,0.007,0.004,0,0,2600,0.0,2.6923076923076925
gridplanar_path_tree,planar,planar100,tree,copt-gpu,on,rep1,1085,100,10.85,22,822,231344992.214065,231339110.682943,1,gap,4.043,4.023,0.007,0.003,1,692,2600,26.615384615384617,2.6923076923076925
gridplanar_path_tree,planar,planar100,tree,copt-gpu,on,rep2,1085,100,10.85,22,822,231344992.214053,231339110.682943,1,gap,4.131,4.111,0.007,0.004,1,692,2600,26.615384615384617,2.6923076923076925
gridplanar_path_tree,planar,planar100,tree,copt-gpu,on,rep3,1085,100,10.85,22,822,231344992.21406,231339110.682943,1,gap,4.264,4.243,0.006,0.005,1,692,2600,26.615384615384617,2.3076923076923075
gridplanar_path_tree,planar,planar1000,path,copt-gpu,off,rep1,20026,1000,20.026,17,83894,3449618257.586778,3449546317.030834,1,gap,24.689,23.244,0.224,0.27,0,0,19000,0.0,11.789473684210526
gridplanar_path_tree,planar,planar1000,path,copt-gpu,off,rep2,20026,1000,20.026,17,83894,3449618257.586895,3449546317.03084,1,gap,25.684,24.159,0.238,0.28,0,0,19000,0.0,12.526315789473685
gridplanar_path_tree,planar,planar1000,path,copt-gpu,off,rep3,20026,1000,20.026,17,83894,3449618257.586714,3449546317.030835,1,gap,25.99,24.505,0.256,0.269,0,0,19000,0.0,13.473684210526315
gridplanar_path_tree,planar,planar1000,path,copt-gpu,on,rep1,20026,1000,20.026,17,83894,3449618257.586852,3449546350.549714,1,gap,24.682,23.201,0.238,0.271,1,5267,19000,27.721052631578946,12.526315789473685
gridplanar_path_tree,planar,planar1000,path,copt-gpu,on,rep2,20026,1000,20.026,17,83894,3449618257.586701,3449546350.549737,1,gap,25.756,24.268,0.24,0.275,1,5267,19000,27.721052631578946,12.631578947368421
gridplanar_path_tree,planar,planar1000,path,copt-gpu,on,rep3,20026,1000,20.026,17,83894,3449618257.586792,3449546350.549725,1,gap,25.999,24.528,0.233,0.269,1,5267,19000,27.721052631578946,12.263157894736842
gridplanar_path_tree,planar,planar1000,tree,copt-gpu,off,rep1,20026,1000,20.026,50,8537,3449663661.461962,3449319923.019254,1,gap,41.165,39.44,0.593,0.115,0,0,55000,0.0,10.781818181818181
gridplanar_path_tree,planar,planar1000,tree,copt-gpu,off,rep2,20026,1000,20.026,51,8536,3449661380.680587,3449330254.422525,1,gap,40.798,39.022,0.636,0.12,0,0,56000,0.0,11.357142857142858
gridplanar_path_tree,planar,planar1000,tree,copt-gpu,off,rep3,20026,1000,20.026,51,8606,3449670930.526391,3449390051.063023,1,gap,42.017,40.239,0.64,0.123,0,0,56000,0.0,11.428571428571429
gridplanar_path_tree,planar,planar1000,tree,copt-gpu,on,rep1,20026,1000,20.026,50,8572,3449625635.054077,3449417110.462172,1,gap,38.624,37.0,0.539,0.12,1,8002,55000,14.549090909090909,9.8
gridplanar_path_tree,planar,planar1000,tree,copt-gpu,on,rep2,20026,1000,20.026,53,8709,3449610936.67655,3449610400.985126,1,gap,43.482,41.676,0.606,0.123,1,8002,58000,13.796551724137931,10.448275862068966
gridplanar_path_tree,planar,planar1000,tree,copt-gpu,on,rep3,20026,1000,20.026,50,8578,3449619378.936481,3449415595.39676,1,gap,40.974,39.306,0.573,0.114,1,8002,55000,14.549090909090909,10.418181818181818
gridplanar_path_tree,planar,planar150,path,copt-gpu,off,rep1,2239,150,14.926666666666666,14,9776,548091372.107577,548058236.0215,1,gap,4.603,4.556,0.009,0.009,0,0,2400,0.0,3.75
gridplanar_path_tree,planar,planar150,path,copt-gpu,off,rep2,2239,150,14.926666666666666,14,9764,548089693.033674,548052966.528474,1,gap,4.544,4.498,0.008,0.008,0,0,2400,0.0,3.3333333333333335
gridplanar_path_tree,planar,planar150,path,copt-gpu,off,rep3,2239,150,14.926666666666666,14,9776,548091372.107578,548058236.0215,1,gap,4.639,4.592,0.009,0.009,0,0,2400,0.0,3.75
gridplanar_path_tree,planar,planar150,path,copt-gpu,on,rep1,2239,150,14.926666666666666,14,9776,548091372.107577,548058237.405913,1,gap,4.314,4.268,0.008,0.009,1,671,2400,27.958333333333332,3.3333333333333335
gridplanar_path_tree,planar,planar150,path,copt-gpu,on,rep2,2239,150,14.926666666666666,14,9776,548091372.107577,548058237.405913,1,gap,4.603,4.555,0.009,0.009,1,671,2400,27.958333333333332,3.75
gridplanar_path_tree,planar,planar150,path,copt-gpu,on,rep3,2239,150,14.926666666666666,14,9776,548091372.107576,548058237.405913,1,gap,4.632,4.584,0.01,0.009,1,671,2400,27.958333333333332,4.166666666666667
gridplanar_path_tree,planar,planar150,tree,copt-gpu,off,rep1,2239,150,14.926666666666666,49,1504,548091450.260139,548048148.498408,1,gap,11.358,11.27,0.022,0.013,0,0,7950,0.0,2.7672955974842766
gridplanar_path_tree,planar,planar150,tree,copt-gpu,off,rep2,2239,150,14.926666666666666,49,1501,548088810.354112,548045967.495429,1,gap,11.77,11.685,0.02,0.012,0,0,7950,0.0,2.5157232704402515
gridplanar_path_tree,planar,planar150,tree,copt-gpu,off,rep3,2239,150,14.926666666666666,49,1492,548087962.489113,548064622.514009,1,gap,11.907,11.823,0.02,0.012,0,0,7950,0.0,2.5157232704402515
gridplanar_path_tree,planar,planar150,tree,copt-gpu,on,rep1,2239,150,14.926666666666666,49,1503,548089165.361317,548067221.354424,1,gap,11.417,11.331,0.022,0.011,1,907,7950,11.40880503144654,2.7672955974842766
gridplanar_path_tree,planar,planar150,tree,copt-gpu,on,rep2,2239,150,14.926666666666666,49,1484,548095650.047287,548064098.869704,1,gap,11.913,11.817,0.03,0.013,1,905,7950,11.383647798742139,3.7735849056603774
gridplanar_path_tree,planar,planar150,tree,copt-gpu,on,rep3,2239,150,14.926666666666666,50,1498,548089129.867456,548078181.182225,1,gap,12.242,12.154,0.02,0.013,1,908,8100,11.209876543209877,2.4691358024691357
gridplanar_path_tree,planar,planar30,path,copt-gpu,off,rep1,92,29,3.1724137931034484,8,211,44350624.0,44350623.7389,1,gap,1.446,1.443,0.002,0.0,0,0,348,0.0,5.747126436781609
gridplanar_path_tree,planar,planar30,path,copt-gpu,off,rep2,92,29,3.1724137931034484,8,211,44350624.0,44350623.7389,1,gap,1.438,1.434,0.003,0.0,0,0,348,0.0,8.620689655172415
gridplanar_path_tree,planar,planar30,path,copt-gpu,off,rep3,92,29,3.1724137931034484,8,211,44350624.0,44350623.7389,1,gap,1.429,1.425,0.002,0.0,0,0,348,0.0,5.747126436781609
gridplanar_path_tree,planar,planar30,path,copt-gpu,on,rep1,92,29,3.1724137931034484,8,211,44350624.0,44350623.852797,1,gap,1.383,1.379,0.002,0.0,1,270,348,77.58620689655173,5.747126436781609
gridplanar_path_tree,planar,planar30,path,copt-gpu,on,rep2,92,29,3.1724137931034484,8,211,44350624.0,44350623.852797,1,gap,1.439,1.435,0.002,0.0,1,270,348,77.58620689655173,5.747126436781609
gridplanar_path_tree,planar,planar30,path,copt-gpu,on,rep3,92,29,3.1724137931034484,8,211,44350624.0,44350623.852797,1,gap,1.465,1.462,0.002,0.0,1,270,348,77.58620689655173,5.747126436781609
gridplanar_path_tree,planar,planar30,tree,copt-gpu,off,rep1,92,29,3.1724137931034484,10,130,44350800.800132,44347500.255333,1,gap,1.753,1.749,0.003,0.0,0,0,377,0.0,7.957559681697613
gridplanar_path_tree,planar,planar30,tree,copt-gpu,off,rep2,92,29,3.1724137931034484,10,130,44350800.800132,44347500.255333,1,gap,1.739,1.736,0.002,0.0,0,0,377,0.0,5.305039787798409
gridplanar_path_tree,planar,planar30,tree,copt-gpu,off,rep3,92,29,3.1724137931034484,10,130,44350800.800132,44347500.255333,1,gap,1.751,1.748,0.002,0.0,0,0,377,0.0,5.305039787798409
gridplanar_path_tree,planar,planar30,tree,copt-gpu,on,rep1,92,29,3.1724137931034484,10,130,44350800.800132,44347500.37343,1,gap,1.69,1.685,0.003,0.0,1,244,377,64.72148541114058,7.957559681697613
gridplanar_path_tree,planar,planar30,tree,copt-gpu,on,rep2,92,29,3.1724137931034484,10,130,44350800.800132,44347500.37343,1,gap,1.75,1.745,0.003,0.0,1,244,377,64.72148541114058,7.957559681697613
gridplanar_path_tree,planar,planar30,tree,copt-gpu,on,rep3,92,29,3.1724137931034484,10,130,44350800.800132,44347500.37343,1,gap,1.78,1.776,0.003,0.0,1,244,377,64.72148541114058,7.957559681697613
gridplanar_path_tree,planar,planar300,path,copt-gpu,off,rep1,3584,300,11.946666666666667,10,14253,689979834.00592,689967576.828965,1,gap,2.825,2.787,0.016,0.005,0,0,3600,0.0,4.444444444444445
gridplanar_path_tree,planar,planar300,path,copt-gpu,off,rep2,3584,300,11.946666666666667,10,14253,689979834.00592,689967576.828964,1,gap,2.934,2.894,0.018,0.005,0,0,3600,0.0,5.0
gridplanar_path_tree,planar,planar300,path,copt-gpu,off,rep3,3584,300,11.946666666666667,10,14253,689979834.005918,689967576.828965,1,gap,2.999,2.961,0.015,0.005,0,0,3600,0.0,4.166666666666667
gridplanar_path_tree,planar,planar300,path,copt-gpu,on,rep1,3584,300,11.946666666666667,10,14253,689979834.005918,689967580.763291,1,gap,2.862,2.822,0.017,0.005,1,1547,3600,42.97222222222222,4.722222222222222
gridplanar_path_tree,planar,planar300,path,copt-gpu,on,rep2,3584,300,11.946666666666667,10,14253,689979834.005917,689967580.763291,1,gap,2.961,2.923,0.016,0.005,1,1547,3600,42.97222222222222,4.444444444444445
gridplanar_path_tree,planar,planar300,path,copt-gpu,on,rep3,3584,300,11.946666666666667,10,14260,689979980.667247,689967229.082397,1,gap,2.966,2.927,0.017,0.005,1,1547,3600,42.97222222222222,4.722222222222222
gridplanar_path_tree,planar,planar300,tree,copt-gpu,off,rep1,3584,300,11.946666666666667,22,2447,689995036.771002,689951388.17483,1,gap,4.848,4.78,0.03,0.008,0,0,7800,0.0,3.8461538461538463
gridplanar_path_tree,planar,planar300,tree,copt-gpu,off,rep2,3584,300,11.946666666666667,23,2503,689979198.000012,689979049.291001,1,gap,5.259,5.188,0.032,0.008,0,0,8100,0.0,3.950617283950617
gridplanar_path_tree,planar,planar300,tree,copt-gpu,off,rep3,3584,300,11.946666666666667,22,2447,689995036.771032,689951388.174829,1,gap,5.126,5.061,0.028,0.008,0,0,7800,0.0,3.58974358974359
gridplanar_path_tree,planar,planar300,tree,copt-gpu,on,rep1,3584,300,11.946666666666667,22,2447,689995036.770997,689951388.182529,1,gap,4.871,4.806,0.029,0.007,1,1812,7800,23.23076923076923,3.717948717948718
gridplanar_path_tree,planar,planar300,tree,copt-gpu,on,rep2,3584,300,11.946666666666667,22,2447,689995036.770997,689951388.182529,1,gap,5.07,5.004,0.029,0.008,1,1812,7800,23.23076923076923,3.717948717948718
gridplanar_path_tree,planar,planar300,tree,copt-gpu,on,rep3,3584,300,11.946666666666667,22,2447,689995036.771026,689951388.182528,1,gap,5.072,4.999,0.036,0.008,1,1812,7800,23.23076923076923,4.615384615384615
gridplanar_path_tree,planar,planar50,path,copt-gpu,off,rep1,267,50,5.34,9,772,122199689.00001,122199688.172894,1,gap,1.645,1.639,0.003,0.001,0,0,600,0.0,5.0
gridplanar_path_tree,planar,planar50,path,copt-gpu,off,rep2,267,50,5.34,9,772,122199689.000011,122199688.172894,1,gap,1.689,1.684,0.002,0.002,0,0,600,0.0,3.3333333333333335
gridplanar_path_tree,planar,planar50,path,copt-gpu,off,rep3,267,50,5.34,9,772,122199689.000011,122199688.172894,1,gap,1.666,1.66,0.003,0.002,0,0,600,0.0,5.0
gridplanar_path_tree,planar,planar50,path,copt-gpu,on,rep1,267,50,5.34,9,772,122199689.000011,122199688.387986,1,gap,1.587,1.582,0.002,0.001,1,381,600,63.5,3.3333333333333335
gridplanar_path_tree,planar,planar50,path,copt-gpu,on,rep2,267,50,5.34,9,772,122199689.000011,122199688.387986,1,gap,1.641,1.635,0.003,0.001,1,381,600,63.5,5.0
gridplanar_path_tree,planar,planar50,path,copt-gpu,on,rep3,267,50,5.34,9,772,122199689.000011,122199688.387986,1,gap,1.663,1.657,0.003,0.002,1,381,600,63.5,5.0
gridplanar_path_tree,planar,planar50,tree,copt-gpu,off,rep1,267,50,5.34,17,256,122199882.037322,122199109.120486,1,gap,2.936,2.928,0.003,0.002,0,0,1050,0.0,2.857142857142857
gridplanar_path_tree,planar,planar50,tree,copt-gpu,off,rep2,267,50,5.34,17,256,122199882.037322,122199109.120486,1,gap,3.007,2.997,0.004,0.002,0,0,1050,0.0,3.8095238095238093
gridplanar_path_tree,planar,planar50,tree,copt-gpu,off,rep3,267,50,5.34,17,256,122199882.037322,122199109.120486,1,gap,3.008,2.998,0.004,0.002,0,0,1050,0.0,3.8095238095238093
gridplanar_path_tree,planar,planar50,tree,copt-gpu,on,rep1,267,50,5.34,17,256,122199882.037322,122199109.326378,1,gap,2.853,2.845,0.003,0.002,1,557,1050,53.04761904761905,2.857142857142857
gridplanar_path_tree,planar,planar50,tree,copt-gpu,on,rep2,267,50,5.34,17,256,122199882.037321,122199109.326378,1,gap,2.988,2.979,0.004,0.002,1,557,1050,53.04761904761905,3.8095238095238093
gridplanar_path_tree,planar,planar50,tree,copt-gpu,on,rep3,267,50,5.34,17,256,122199882.037322,122199109.326378,1,gap,3.05,3.04,0.004,0.002,1,557,1050,53.04761904761905,3.8095238095238093
gridplanar_path_tree,planar,planar500,path,copt-gpu,off,rep1,3525,500,7.05,8,11279,481985162.109303,481947756.306229,1,gap,2.099,2.06,0.028,0.004,0,0,5000,0.0,5.6
gridplanar_path_tree,planar,planar500,path,copt-gpu,off,rep2,3525,500,7.05,8,11279,481985162.109319,481947756.306251,1,gap,2.246,2.188,0.047,0.004,0,0,5000,0.0,9.4
gridplanar_path_tree,planar,planar500,path,copt-gpu,off,rep3,3525,500,7.05,8,11279,481985162.109292,481947756.306228,1,gap,2.26,2.211,0.031,0.004,0,0,5000,0.0,6.2
gridplanar_path_tree,planar,planar500,path,copt-gpu,on,rep1,3525,500,7.05,8,11279,481985162.109261,481947765.902915,1,gap,2.114,2.075,0.028,0.004,1,2620,5000,52.4,5.6
gridplanar_path_tree,planar,planar500,path,copt-gpu,on,rep2,3525,500,7.05,8,11279,481985162.109264,481947765.902931,1,gap,2.18,2.14,0.029,0.004,1,2620,5000,52.4,5.8
