sweep,family,instance,formulation,solver,per_source,reps_off,reps_on,t_tot_off,t_tot_on,d_t_tot_pct,t_pr_off,t_pr_on,d_t_pr_pct,t_lp_off,t_lp_on,d_t_lp_pct,per_price_us_off,per_price_us_on,d_per_price_pct,iters_off,iters_on,cols_off,cols_on,priced_off,priced_on,traj_moved,traj_stable,pricing_share_pct,fire_rate_pct,pred_wall_pct,obj_off,obj_on,d_obj_rel,lb_delta,exit_off,exit_on,spread_off_pct,spread_per_price_off_pct
intermodal_tree,intermodal,BUS-7896-0,tree,copt-gpu,1.0,3,3,3.058,3.476,13.669064748201443,1.226,1.238,0.9787928221859715,1.013,1.204,18.854886475814418,30.562306763884067,30.78909470129612,0.7420511127126389,16,20,9168,9271,40322,40274,1,1,40.091563113145845,76.92059393156876,0.2974998901849887,210593.501491,210595.000061,7.115936576324747e-06,14.621271000010893,gap,gap,3.670473083197384,3.67047308319739
intermodal_tree,intermodal,SBT-18765-0,tree,copt-cpu,1.0,3,3,9.473,7.131,-24.72289665364721,8.172,6.097,-25.391581008321097,0.196,0.162,-17.346938775510207,107.75086352936,107.73477431956677,-0.01493186157979341,9,7,19686,19675,75755,56998,1,1,86.26623033885781,65.46194603319415,-0.012881154104303995,481107.5,481113.000002,1.1431960632530628e-05,28.322397999989334,gap,gap,1.199216837983367,1.1992168379833683
intermodal_tree,intermodal,SBT-18765-0,tree,copt-gpu,1.0,3,3,9.979,7.44,-25.443431205531606,8.116,5.957,-26.601774273040906,0.723,0.637,-11.894882434301516,106.63322552966801,105.20836988432345,-1.3362210870645888,9,7,19686,19675,75755,56998,1,1,81.33079466880449,65.46194603319415,-1.086759228641768,481107.5,481113.000002,1.1431960632530628e-05,28.322397999989334,gap,gap,2.5135534746180355,2.5135534746180483
intermodal_tree,intermodal,SBT-31275-0,tree,copt-cpu,1.0,3,3,20.86,20.438,-2.0230105465004824,19.492,19.073,-2.1495998358300867,0.228,0.226,-0.8771929824561411,154.88647216813624,150.81023465408705,-2.6317582529894823,6,6,32538,32538,126342,126342,0,1,93.44199424736338,74.24609393550838,-2.459167395362943,801323.0,801323.0,0.0,55.156608999939635,gap,gap,1.5903960599220126,1.5903960599220295
intermodal_tree,intermodal,SBT-31275-0,tree,copt-gpu,1.0,3,3,21.429,20.922,-2.3659526809463713,19.612,19.092,-2.651437895166223,0.68,0.682,0.29411764705882376,155.46163060053928,151.40122313508834,-2.611838979023838,6,6,32538,32538,126342,126342,0,1,91.52083624994167,74.24609393550838,-2.3903768751045553,801323.0,801323.0,0.0,55.156608999939635,gap,gap,1.0809708341831519,1.0809708341831554
intermodal_tree,intermodal,SBT-43785-0,tree,copt-cpu,1.0,3,3,29.42,28.798,-2.1142080217539205,27.449,26.798,-2.3716710991293066,0.321,0.326,1.5576323987538954,205.42042425060902,201.0813838912814,-2.1122730980411495,6,6,45730,45730,133286,133286,0,1,93.30047586675731,65.68956979727804,-1.9707608520778896,1123600.000001,1123600.000001,0.0,76.81716099986807,gap,gap,0.9836423913439454,0.9836423913439385
intermodal_tree,intermodal,SBT-43785-0,tree,copt-gpu,1.0,3,3,29.535,29.446,-0.3013373963094587,27.103,27.021,-0.30254953326200323,0.776,0.763,-1.6752577319587643,203.6673018921717,202.7144636345903,-0.46784056582920885,6,6,45730,45730,133286,133286,0,1,91.7657017098358,65.68956979727804,-0.42931717811643977,1123600.000001,1123600.000001,0.0,76.81716099986807,gap,gap,1.5680920931262248,1.5680920931262192
intermodal_tree,intermodal,SBT-56295-0,tree,copt-cpu,1.0,3,3,49.332,48.277,-2.1385713127381814,45.323,44.308,-2.239481058182381,0.585,0.576,-1.5384615384615399,264.11049508802654,259.03021730193336,-1.9235425628958627,10,10,58750,58750,171350,171083,0,1,91.87342901159491,65.64240748642472,-1.7672245110299436,1447869.0,1447869.0,0.0,98.31825100001879,gap,gap,1.0612713191977619,1.0612713191977723
intermodal_tree,intermodal,SBT-56295-0,tree,copt-gpu,1.0,3,3,49.896,48.504,-2.789802789802796,45.352,43.938,-3.1178338331275235,1.148,1.158,0.8710801393728231,264.45871024219434,257.4539843233986,-2.648703047965696,10,10,58750,58750,171350,171083,0,1,90.89305755972423,65.64240748642472,-2.4074871859736304,1447869.0,1447869.0,0.0,98.31825100001879,gap,gap,0.4387899100370393,0.4387899100370357
intermodal_tree,intermodal,SBT-6255-0,tree,copt-cpu,1.0,3,3,1.858,1.814,-2.3681377825618966,1.305,1.259,-3.52490421455939,0.088,0.088,0.0,67.88770611563348,65.81785291866694,-3.048936715347168,8,8,6747,6747,19164,19164,0,1,70.23681377825619,64.78814443748695,-2.1414760029752715,160606.000003,160606.000003,0.0,11.244902999984333,gap,gap,1.0727969348659014,1.072796934865889
intermodal_tree,intermodal,SBT-6255-0,tree,copt-gpu,1.0,3,3,2.31,2.185,-5.411255411255411,1.292,1.251,-3.1733746130031073,0.556,0.47,-15.46762589928059,67.52243790440409,65.66130939956864,-2.7563111798042153,8,8,6747,6747,19164,19164,0,1,55.930735930735935,64.78814443748695,-1.5416251274056478,160606.000003,160606.000003,0.0,11.244902999984333,gap,gap,1.7027863777089798,1.7027863777089842
transportation_tree,transportation,Barcelona,tree,copt-gpu,81.6701030927835,3,3,2.59,2.769,6.911196911196922,0.045,0.046,2.222222222222224,2.495,2.672,7.094188376753507,12.49885959310282,12.371134020618557,-1.0218978102189793,34,35,234,265,3589,3686,1,0,1.7374517374517375,48.073792729245795,-0.017754981258630915,243.518543,243.518764,9.075284259172938e-07,-0.024619999999998754,priced-out,priced-out,13.333333333333346,16.687617850408557
transportation_tree,transportation,BerlinCenter,tree,copt-gpu,57.442774566473986,3,3,11.477,10.615,-7.510673520954954,1.607,1.456,-9.396390790292472,9.28,8.63,-7.004310344827571,49.36619004157793,45.74731626754748,-7.330672614156583,34,32,5321,5248,32870,31140,1,0,14.001916877232725,29.91329479768786,-1.026434685976268,27529321.712133,27529599.619425,1.0094956021918331e-05,-618.6469869986176,gap,gap,10.143123833229623,1.725009564409462
transportation_tree,transportation,ChicagoRegional,tree,copt-gpu,1297.5409373235461,3,3,77.392,78.325,1.2055509613396824,12.958,12.414,-4.1981787312856955,46.734,47.518,1.6775794924466103,126.73171116042704,120.12261030894571,-5.215033231197365,51,52,21843,22339,100947,102718,1,0,16.74333264420095,23.461321287408243,-0.8731703614049962,5513156.280728,5513156.27788,5.165825383208309e-10,-0.6379180001094937,priced-out,priced-out,3.7197098317641557,2.9286320516539366
transportation_tree,transportation,ChicagoSketch,tree,copt-gpu,242.26165803108807,3,3,1.145,1.128,-1.4847161572052512,0.09,0.071,-21.111111111111114,0.991,0.993,0.20181634712411722,12.226161258067448,9.469358584956227,-22.548391231893337,14,14,2713,2722,7334,7334,1,0,7.860262008733624,47.409326424870464,-1.7723626295811357,6705940.401858,6705940.401858,0.0,-1.2572849998250604,gap,gap,3.3333333333333366,3.3333333333333366
transportation_tree,transportation,Sydney,tree,copt-gpu,1026.576604237028,3,3,66.649,63.618,-4.5477051418625924,27.966,24.972,-10.70585711220768,20.446,20.405,-0.2005282206788632,288.3942278170095,255.76028122660614,-11.315741940268683,25,25,12415,12415,97710,97710,0,0,41.96011943164938,29.663289325555215,-4.748098832713978,4968208.857394,4968208.860483,6.217533440324382e-10,-0.08692999929189682,priced-out,priced-out,5.131230780233136,1.9689045247400134
transportation_tree,transportation,Winnipeg,tree,copt-gpu,32.18518518518518,3,3,3.14,2.904,-7.515923566878988,0.053,0.051,-3.773584905660381,3.026,2.796,-7.60079312623926,10.19309908198797,10.185185185185185,-0.07763975155279024,36,34,422,407,5265,4995,1,0,1.6878980891719744,40.96096096096096,-0.001310479882897415,420.168548,420.168243,7.258991693231485e-07,-0.0644100000000094,priced-out,priced-out,3.773584905660381,3.773584905660374
